"sar_id","reporting_institution_id","reporting_institution_name","reporting_institution_type","filing_date","activity_start_date","activity_end_date","subject_id","subject_name","subject_type","subject_national_id","subject_date_of_birth","subject_address_street","subject_address_city","subject_address_state","subject_address_postal_code","subject_address_country","transaction_id","transaction_date","transaction_amount","transaction_currency","transaction_type","money_laundering_indicators","suspicious_activity_description","investigation_status","investigation_outcome","reported_to_fiu","fiu_report_id","fiu_report_date","reporting_officer_id","reporting_officer_name","reporting_officer_contact"
"SAR20240611","MSB1174","QuickServe Money","money_service_business","2024-05-16","","","SUBJ6011","Linus Trust","trust","TRST6015","","102 Bahnhofstrasse","Zurich","ZH","8002","CHE","TXN60311","2024-05-16","2500000","CHF","exchange","complex_transaction,offshore_connection","Large-scale exchange transaction conducted by trust, followed by multiple outgoing transfers to offshore accounts.","referred","prosecution","true","FIU20240606","2024-05-18","EMP6021","Clara Baum","clara.baum@quickservemoney.ch"
"SAR20240612","BNK3023","First Union Bank","bank","2024-05-26","2024-05-22","2024-05-25","SUBJ6012","Anastasia Petrov","individual","581920374","1980-11-03","53 Nevsky Prospect","St. Petersburg","SPB","190000","RUS","TXN60312","2024-05-24","153400","RUB","cash_deposit","unusual_large_transfer,rapid_movement","Significant cash deposit and immediate transfer to foreign accounts, not aligned with subject’s typical activity.","pending","other","true","FIU20240607","2024-05-27","EMP6022","Viktor Ivanov","viktor.ivanov@firstunionbank.ru"
"SAR20240613","BNK3024","First Union Bank","bank","2024-05-21","2024-05-19","","SUBJ6013","Miriam Schmidt","individual","782104833","1948-12-21","211 Hauptstrasse","Vienna","WI","1010","AUT","TXN60313","2024-05-20","890","EUR","payment","low_value,unexplained_transfer","Subject attempted several small payments to new payees, with irregular patterns detected by banking software.","closed","no_action","false","","","EMP6023","Sabine Frick","sabine.frick@firstunionbank.at"
"SAR20240614","CU6512","MapleView Credit Union","credit_union","2024-05-18","2024-05-16","2024-05-17","SUBJ6014","Allied Partners GmbH","partnership","PRTN6015","","5 Marienplatz","Munich","BY","80331","DEU","TXN60314","2024-05-17","411000","EUR","exchange","layering,complex_transaction","Partnership exchanged EUR 411,000, routed through multiple European banks; origin of funds unclear.","referred","further_monitoring","true","FIU20240608","2024-05-19","EMP6024","Greta Bauer","greta.bauer@mapleviewcu.eu"
"SAR20240615","BNK3025","First Union Bank","bank","2024-05-15","2024-05-13","2024-05-14","SUBJ6015","David Leung","individual","109283746","1989-02-17","22 Nathan Road","Hong Kong","HK","999077","HKG","TXN60315","2024-05-14","43755","HKD","wire_transfer","rapid_movement,new_account","Subject sent HKD 43,755 via wire transfer from a new account to an overseas entity.","pending","other","false","","","EMP6025","Ka Ming Tse","kaming.tse@firstunionbank.hk"
"SAR20240616","MSB1175","QuickServe Money","money_service_business","2024-05-24","2024-05-21","2024-05-23","SUBJ6016","Turku Trust","trust","TRST6016","","88 Yliopistonkatu","Turku","TL","20100","FIN","TXN60316","2024-05-22","883100","EUR","exchange","high_value,complex_transaction","Trust exchanged EUR 883,100 in one day, with unclear destination for resulting funds.","ongoing","further_monitoring","true","FIU20240609","2024-05-25","EMP6026","Petri Koskinen","petri.koskinen@quickservemoney.fi"
"SAR20240617","BRK8227","Evergreen Brokerage","brokerage","2024-05-28","2024-05-20","2024-05-27","SUBJ6017","Bosphorus Holdings","company","COMP6017","","12 Taksim Square","Istanbul","IST","34437","TUR","TXN60317","2024-05-27","1250000","TRY","exchange","high_value,offshore_connection","Company moved TRY 1,250,000 through exchange with multiple offshore beneficiaries.","referred","prosecution","true","FIU20240610","2024-05-29","EMP6027","Selim Kaya","selim.kaya@evergreenbrk.com"
"SAR20240618","BNK3026","First Union Bank","bank","2024-05-22","2024-05-18","2024-05-21","SUBJ6018","Leonid Korolev","individual","290187654","1998-04-14","120 Chistoprudny Blvd","Moscow","MOW","101000","RUS","TXN60318","2024-05-20","63472.9","RUB","wire_transfer","rapid_movement,unusual_large_transfer","Young individual transferred over RUB 63,000 in a rapid wire transfer, not typical for account history.","ongoing","further_monitoring","true","FIU20240611","2024-05-23","EMP6028","Oksana Guseva","oksana.guseva@firstunionbank.ru"
"SAR20240619","BNK3027","First Union Bank","bank","2024-05-25","2024-05-21","2024-05-24","SUBJ6019","Alfredo Costa","individual","398201765","1975-06-12","37 Avenida Liberdade","Lisbon","34","1250-001","PRT","TXN60319","2024-05-23","23760","EUR","cash_deposit","unexplained_funds,frequent_deposits","Subject made large cash deposit followed by small payments to foreign entities.","pending","other","false","","","EMP6029","Joana Martins","joana.martins@firstunionbank.pt"
"SAR20240620","INS3922","Pacific Trust Insurance","insurance_company","2024-05-30","2024-05-25","2024-05-28","SUBJ6020","Aurora Capital AG","company","COMP6018","","67 Paradeplatz","Zurich","ZH","8001","CHE","TXN60320","2024-05-27","5200000","CHF","exchange","high_value,offshore_connection","Company transferred CHF 5.2 million in a single exchange, with destination accounts obscured by offshore structures.","referred","prosecution","true","FIU20240612","2024-05-31","EMP6030","Christian Vogel","christian.vogel@pacifictrust.ch"
"SAR20240621","CU6513","MapleView Credit Union","credit_union","2024-05-19","","","SUBJ6021","Sophie Dubois","individual","982017463","1996-08-22","27 Rue de Rivoli","Paris","IDF","75001","FRA","TXN60321","2024-05-19","12100","EUR","cash_deposit","frequent_deposits,unexplained_funds","Subject made a cash deposit of EUR 12,100 with unclear origin, followed by rapid withdrawals.","ongoing","further_monitoring","false","","","EMP6031","Luc Bernard","luc.bernard@mapleviewcu.fr"
"SAR20240622","BRK8228","Evergreen Brokerage","brokerage","2024-05-30","2024-05-27","","SUBJ6022","Sapphire Trust","trust","TRST6017","","8 Lombard Street","London","LDN","EC3V9AA","GBR","TXN60322","2024-05-29","9900000","GBP","exchange","complex_transaction,high_value","Trust executed GBP 9.9 million exchange through brokerage, with subsequent transfers to unknown entities.","referred","further_monitoring","true","FIU20240613","2024-05-31","EMP6032","James Weller","james.weller@evergreenbrk.co.uk"
"SAR20240623","MSB1176","QuickServe Money","money_service_business","2024-05-26","2024-05-23","2024-05-25","SUBJ6023","Eastern Ventures Co.","company","COMP6019","","10 Sheikh Zayed Rd","Dubai","DU","00000","ARE","TXN60323","2024-05-24","11050000","AED","exchange","high_value,offshore_connection","Company exchanged AED 11.05 million and routed funds through offshore structures with limited transparency.","ongoing","further_monitoring","true","FIU20240614","2024-05-27","EMP6033","Fatima Al Farsi","fatima.alfarsi@quickservemoney.ae"
"SAR20240624","BNK3028","First Union Bank","bank","2024-05-29","2024-05-25","2024-05-28","SUBJ6024","Lucas Johnson","individual","479283160","1990-03-30","78 Pine Street","Seattle","WA","98101","USA","TXN60324","2024-05-27","109650.75","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject transferred $109,650 via wire transfer from Seattle branch to a new beneficiary in Hong Kong.","ongoing","further_monitoring","true","FIU20240615","2024-05-30","EMP6034","Michelle Avery","michelle.avery@firstunionbank.com"
"SAR20240625","INS3923","Pacific Trust Insurance","insurance_company","2024-05-20","","","SUBJ6025","Ava Martinez","individual","390287462","2000-05-11","25 Calle Mayor","Madrid","MZ","28013","ESP","TXN60325","2024-05-19","13000","EUR","cash_deposit","frequent_deposits,unexplained_funds","Subject deposited EUR 13,000 with unclear source, followed by rapid withdrawals to external accounts.","pending","other","false","","","EMP6035","Pablo Torres","pablo.torres@pacifictrust.es"
"SAR20240626","BRK8229","Evergreen Brokerage","brokerage","2024-05-29","2024-05-27","2024-05-28","SUBJ6026","Jessica Brown","individual","478201639","1979-01-02","93 King Street","London","LDN","SW1A2LG","GBR","TXN60326","2024-05-28","510","GBP","withdrawal","low_value,frequent_small_payments","Subject withdrew multiple small amounts from brokerage account, flagged for suspicious frequency.","closed","no_action","false","","","EMP6036","Simon Gregory","simon.gregory@evergreenbrk.co.uk"
"SAR20240627","BNK3029","First Union Bank","bank","2024-05-23","","","SUBJ6027","Felix Weber","individual","391028475","1992-07-30","47 Schillerstrasse","Frankfurt","HE","60313","DEU","TXN60327","2024-05-22","25500","EUR","wire_transfer","rapid_movement,unusual_large_transfer","Young subject conducted rapid wire transfer of EUR 25,500 to non-resident account.","ongoing","further_monitoring","true","FIU20240616","2024-05-24","EMP6037","Anna Hoffmann","anna.hoffmann@firstunionbank.de"
"SAR20240628","MSB1177","QuickServe Money","money_service_business","2024-05-18","","","SUBJ6028","Nelson Partners LLP","partnership","PRTN6013","","31 Queen Street","Ottawa","ON","K1P5C1","CAN","TXN60328","2024-05-18","244750","CAD","exchange","layering,rapid_investment","Partnership exchanged CAD 244,750, then distributed funds across multiple new accounts.","referred","further_monitoring","true","FIU20240617","2024-05-19","EMP6038","Natalie Carter","natalie.carter@quickservemoney.ca"
"SAR20240629","INS3924","Pacific Trust Insurance","insurance_company","2024-05-28","2024-05-24","2024-05-27","SUBJ6029","Logan Williams","individual","498271030","1985-01-11","33 George Street","Sydney","NSW","2000","AUS","TXN60329","2024-05-26","18750","AUD","cash_deposit","frequent_deposits,unexplained_funds","Subject deposited AUD 18,750 in cash, followed by immediate wire transfer abroad.","ongoing","further_monitoring","false","","","EMP6039","Samantha Lee","samantha.lee@pacifictrust.com.au"
"SAR20240630","BNK3030","First Union Bank","bank","2024-05-20","","","SUBJ6030","Paul Nasser","individual","481097623","1976-03-16","19 Tahrir Square","Cairo","C","11511","EGY","TXN60330","2024-05-19","7010","EGP","withdrawal","low_value,frequent_small_payments","Subject withdrew small amounts repeatedly from their account, noted for frequency and lack of explanation.","closed","no_action","false","","","EMP6040","Farida Hassan","farida.hassan@firstunionbank.eg"
"SAR20240631","CU6514","MapleView Credit Union","credit_union","2024-05-21","2024-05-19","","SUBJ6031","Robert Evans","individual","492817301","1993-10-04","101 Main Street","Vancouver","BC","V5K0A1","CAN","TXN60331","2024-05-20","9925","CAD","cash_deposit","frequent_deposits,unexplained_funds","Subject made several cash deposits below CAD 10,000, flagged by credit union.","pending","other","false","","","EMP6041","Linda Tran","linda.tran@mapleviewcu.org"
"SAR20240632","MSB1178","QuickServe Money","money_service_business","2024-05-22","","","SUBJ6032","Arctic Partners LLP","partnership","PRTN6017","","430 Portage Avenue","Winnipeg","MB","R3C0E4","CAN","TXN60332","2024-05-22","157600","CAD","exchange","layering,rapid_investment","Partnership exchanged CAD 157,600, followed by transfers to unrelated accounts.","referred","prosecution","true","FIU20240618","2024-05-23","EMP6042","Michael Harris","michael.harris@quickservemoney.ca"
"SAR20240633","INS3925","Pacific Trust Insurance","insurance_company","2024-05-28","2024-05-26","2024-05-27","SUBJ6033","Infinity Holdings AG","company","COMP6020","","91 Bahnhofstrasse","Zurich","ZH","8001","CHE","TXN60333","2024-05-27","2300000","CHF","exchange","high_value,offshore_connection","Company transferred CHF 2.3 million through insurance channels to offshore accounts.","ongoing","further_monitoring","true","FIU20240619","2024-05-29","EMP6043","Lisa Gruber","lisa.gruber@pacifictrust.ch"
"SAR20240634","BRK8230","Evergreen Brokerage","brokerage","2024-05-26","2024-05-23","2024-05-25","SUBJ6034","Opal Trust","trust","TRST6018","","58 Threadneedle St","London","LDN","EC2R8HP","GBR","TXN60334","2024-05-25","4900000","GBP","exchange","high_value,complex_transaction","Trust exchanged GBP 4.9 million using brokerage account, then transferred funds offshore.","referred","prosecution","true","FIU20240620","2024-05-27","EMP6044","Victoria Adams","victoria.adams@evergreenbrk.co.uk"
"SAR20240635","MSB1179","QuickServe Money","money_service_business","2024-05-29","","","SUBJ6035","Everest Partners","partnership","PRTN6018","","56 Grant Avenue","San Francisco","CA","94108","USA","TXN60335","2024-05-29","319350","USD","exchange","layering,rapid_investment","Partnership exchanged USD 319,350, then distributed funds across new business entities.","referred","further_monitoring","true","FIU20240621","2024-05-30","EMP6045","Derek Foster","derek.foster@quickservemoney.com"
"SAR20240636","BNK3031","First Union Bank","bank","2024-05-24","2024-05-21","2024-05-23","SUBJ6036","Adelaide Partners","partnership","PRTN6019","","17 North Terrace","Adelaide","SA","5000","AUS","TXN60336","2024-05-22","418000","AUD","exchange","layering,rapid_investment","Partnership exchanged AUD 418,000, distributed funds to accounts in multiple regions.","referred","prosecution","true","FIU20240622","2024-05-25","EMP6046","Stephen Clark","stephen.clark@firstunionbank.com"
"SAR20240637","CU6515","MapleView Credit Union","credit_union","2024-05-20","","","SUBJ6037","Sophie Nguyen","individual","473892016","1994-07-17","200 Granville Street","Vancouver","BC","V6C1S4","CAN","TXN60337","2024-05-20","8410","CAD","cash_deposit","frequent_deposits,unexplained_funds","Subject made multiple cash deposits below threshold, flagged for suspicious activity.","pending","other","false","","","EMP6047","Tracy Lin","tracy.lin@mapleviewcu.org"
"SAR20240638","MSB1180","QuickServe Money","money_service_business","2024-05-27","","","SUBJ6038","Pacific Trading Ltd.","company","COMP6021","","15 Market Street","Hong Kong","HK","999077","HKG","TXN60338","2024-05-27","650000","HKD","exchange","high_value,complex_transaction","Company exchanged HKD 650,000 and routed funds to offshore accounts.","ongoing","further_monitoring","true","FIU20240623","2024-05-28","EMP6048","Ming Lee","ming.lee@quickservemoney.hk"
"SAR20240639","INS3926","Pacific Trust Insurance","insurance_company","2024-05-25","2024-05-23","2024-05-24","SUBJ6039","Amira Hassan","individual","492801673","1977-02-14","59 Tahrir Square","Cairo","C","11511","EGY","TXN60339","2024-05-24","2550","EGP","withdrawal","low_value,frequent_small_payments","Subject withdrew several small amounts from insurance payout, flagged for frequency.","closed","no_action","false","","","EMP6049","Youssef Khaled","youssef.khaled@pacifictrust.eg"
"SAR20240640","BNK3032","First Union Bank","bank","2024-05-28","","","SUBJ6040","Grace Park","individual","491028374","1991-12-25","55 Yonge Street","Toronto","ON","M5E1J4","CAN","TXN60340","2024-05-28","11750","CAD","wire_transfer","rapid_movement,new_account","Subject transferred CAD 11,750 from new account to foreign beneficiary.","pending","other","false","","","EMP6050","Andrew Kim","andrew.kim@firstunionbank.ca"
"SAR20240641","CU6516","MapleView Credit Union","credit_union","2024-05-30","2024-05-28","2024-05-29","SUBJ6041","Daniel Foster","individual","491873205","1994-11-17","123 Front Street","Ottawa","ON","K1A0B1","CAN","TXN60341","2024-05-29","10100","CAD","cash_deposit","frequent_deposits,unexplained_funds","Subject deposited cash just below reporting threshold, flagged by credit union.","ongoing","further_monitoring","false","","","EMP6051","Olivia King","olivia.king@mapleviewcu.org"
"SAR20240642","MSB1181","QuickServe Money","money_service_business","2024-05-25","","","SUBJ6042","Baltic Partners LLP","partnership","PRTN6020","","25 Viru Street","Tallinn","HA","10111","EST","TXN60342","2024-05-25","189300","EUR","exchange","layering,rapid_investment","Partnership exchanged EUR 189,300, then transferred to multiple business accounts.","referred","further_monitoring","true","FIU20240624","2024-05-26","EMP6052","Katrin Rosenberg","katrin.rosenberg@quickservemoney.eu"
"SAR20240643","INS3927","Pacific Trust Insurance","insurance_company","2024-05-27","2024-05-24","2024-05-26","SUBJ6043","Samuel White","individual","490872031","1992-08-19","301 King Street","Toronto","ON","M5V1J5","CAN","TXN60343","2024-05-26","11500","CAD","withdrawal","low_value,frequent_small_payments","Subject withdrew CAD 11,500 from insurance payout, flagged for suspicious activity.","closed","no_action","false","","","EMP6053","Rachel Stewart","rachel.stewart@pacifictrust.ca"
"SAR20240644","BRK8231","Evergreen Brokerage","brokerage","2024-05-30","","","SUBJ6044","Emerald Trust","trust","TRST6019","","39 Wall Street","New York","NY","10005","USA","TXN60344","2024-05-30","900000","USD","exchange","complex_transaction,high_value","Trust exchanged USD 900,000, then routed funds to offshore accounts.","referred","prosecution","true","FIU20240625","2024-05-31","EMP6054","Richard Mason","richard.mason@evergreenbrk.com"
"SAR20240645","BNK3033","First Union Bank","bank","2024-05-23","2024-05-21","","SUBJ6045","Sofia Popova","individual","481902873","1999-02-14","11 Tverskaya Street","Moscow","MOW","101000","RUS","TXN60345","2024-05-22","11320","RUB","wire_transfer","rapid_movement,new_account","Subject transferred RUB 11,320 via wire from new account, flagged for suspicious recipient.","pending","other","false","","","EMP6055","Roman Smirnov","roman.smirnov@firstunionbank.ru"
"SAR20240646","CU6517","MapleView Credit Union","credit_union","2024-05-28","","","SUBJ6046","Olivia Harris","individual","480192837","1998-03-29","49 Avenue Road","Toronto","ON","M5R2G9","CAN","TXN60346","2024-05-28","10350","CAD","cash_deposit","frequent_deposits,unexplained_funds","Subject deposited cash just below reporting threshold, flagged by credit union.","ongoing","further_monitoring","false","","","EMP6056","Gordon Wright","gordon.wright@mapleviewcu.org"
"SAR20240647","MSB1182","QuickServe Money","money_service_business","2024-05-30","","","SUBJ6047","Nordic Trust","trust","TRST6020","","20 Karl Johans Gate","Oslo","OSL","0154","NOR","TXN60347","2024-05-30","705800","NOK","exchange","complex_transaction,high_value","Trust exchanged NOK 705,800 and routed funds to offshore accounts.","referred","further_monitoring","true","FIU20240626","2024-05-31","EMP6057","Henrik Larsen","henrik.larsen@quickservemoney.no"
"SAR20240648","INS3928","Pacific Trust Insurance","insurance_company","2024-05-29","2024-05-26","2024-05-28","SUBJ6048","Olga Ivanova","individual","491087230","1987-04-10","77 Prospekt Mira","Moscow","MOW","129110","RUS","TXN60348","2024-05-27","8100","RUB","withdrawal","low_value,frequent_small_payments","Subject withdrew several small amounts from insurance payout, flagged for frequency.","closed","no_action","false","","","EMP6058","Dmitry Petrov","dmitry.petrov@pacifictrust.ru"
"SAR20240649","BRK8232","Evergreen Brokerage","brokerage","2024-05-28","","","SUBJ6049","Emerald Trust","trust","TRST6021","","39 Wall Street","New York","NY","10005","USA","TXN60349","2024-05-28","900000","USD","exchange","complex_transaction,high_value","Trust exchanged USD 900,000, then routed funds to offshore accounts.","referred","prosecution","true","FIU20240627","2024-05-29","EMP6059","Richard Mason","richard.mason@evergreenbrk.com"
"SAR20240650","BNK3034","First Union Bank","bank","2024-05-20","2024-05-17","","SUBJ6050","Maria Rossi","individual","491872036","1969-09-11","44 Via Roma","Rome","RM","00184","ITA","TXN60350","2024-05-19","1100","EUR","withdrawal","low_value,frequent_small_payments","Subject withdrew multiple small amounts, flagged for suspicious frequency.","closed","no_action","false","","","EMP6060","Giuseppe Romano","giuseppe.romano@firstunionbank.it"
"SAR20240101","BANK0051","Liberty National Bank","bank","2023-09-21","2023-08-30","2023-09-18","SUBJ2001","Linda Karpinski","individual","004921573","1989-06-04","2153 Elm Street","Seattle","WA","98112","USA","TXN40011","2023-09-12","141500.75","USD","wire_transfer","rapid_movement,unusual_large_transfer","The subject initiated a wire transfer to a newly opened account, with funds moving rapidly through several intermediaries.","ongoing","further_monitoring","true","FIU20231201","2023-09-22","EMP1201","Susan Miller","susan.miller@libertybank.com"
"SAR20240102","CREDU045","Evergreen Credit Union","credit_union","2023-10-02","2023-09-20","2023-09-29","SUBJ2002","Yusuf Sharma","individual","IN3810528","1993-11-17","88 Vasant Kunj","Delhi","DL","110070","IND","TXN40012","2023-09-27","11260.5","INR","cash_deposit","new_account,frequent_deposits","Multiple cash deposits were made over several days into a new account, inconsistent with the subject's profile.","pending","other","false","","","EMP1202","Rakesh Kumar","rakesh.kumar@evergreencredit.com"
"SAR20240103","MSB0219","Global Money Express","money_service_business","2023-11-04","2023-10-20","2023-11-02","SUBJ2003","Polar Trust Holdings","trust","TRST12873","","5 Bahnhofstrasse","Zurich","ZH","8001","CHE","TXN40013","2023-10-30","4207500","CHF","exchange","high_value,offshore_connection","The trust received a series of high-value currency exchanges from offshore entities, raising concerns of layering.","referred","prosecution","true","FIU20231202","2023-11-06","EMP1203","Katrin Baumann","katrin.baumann@globalmoney.com"
"SAR20240104","BANK0052","Lakeside Federal Bank","bank","2023-07-26","2023-07-01","2023-07-24","SUBJ2004","Gregory Hall","individual","004917286","1958-09-03","79 Willow Lane","Denver","CO","80221","USA","TXN40014","2023-07-20","850","USD","withdrawal","frequent_small_payments,low_value","Subject performed multiple small withdrawals over three weeks, inconsistent with regular income patterns.","closed","no_action","false","","","EMP1204","Henry Collins","henry.collins@lakesidebank.com"
"SAR20240105","INSU0002","Continental Insurance Group","insurance_company","2023-10-11","","","SUBJ2005","Jade Partners LLC","partnership","PTNR00392","","677 Richmond St","Toronto","ON","M5H2S6","CAN","TXN40015","2023-10-10","193500","CAD","exchange","layering,rapid_investment","Large currency exchanges for investment purposes, with rapid movement of funds between accounts.","referred","further_monitoring","true","FIU20231203","2023-10-12","EMP1205","Miriam James","miriam.james@continentalins.com"
"SAR20240106","BANK0053","Summit Valley Bank","bank","2023-12-01","2023-11-15","2023-11-29","SUBJ2006","Robert Fischer","individual","004923195","1970-04-29","1562 Cedar Drive","New York","NY","10011","USA","TXN40016","2023-11-28","12995.25","USD","cash_deposit","unexplained_transfer,minimal_value","Subject deposited cash amounts slightly below reporting thresholds, with funds originating from multiple unknown sources.","pending","other","false","","","EMP1206","Angela Lopez","angela.lopez@summitvalley.com"
"SAR20240107","BROK0087","Blue Horizon Brokerage","brokerage","2023-09-30","","","SUBJ2007","Crescent Holdings GmbH","company","COMP9084","","11 Berliner Allee","Berlin","MZ","10115","DEU","TXN40017","2023-09-28","17400","EUR","payment","frequent_deposits,unexplained_funds","Company received multiple unexplained payments from unrelated entities over a short period.","ongoing","further_monitoring","false","","","EMP1207","Felix Weber","felix.weber@bluehorizon.com"
"SAR20240108","BANK0054","Pacific Crest Bank","bank","2023-08-13","2023-07-29","2023-08-11","SUBJ2008","Emily Zhang","individual","HK7781552","1997-02-02","239 Queen's Road","Hong Kong","HK","00010","HKG","TXN40018","2023-08-10","53400","HKD","wire_transfer","unusual_large_transfer,new_account","Subject initiated a large wire transfer to a newly established account, exceeding regular transaction volumes.","pending","other","true","FIU20231204","2023-08-14","EMP1208","David Lee","david.lee@pacificcrest.com"
"SAR20240109","MSB0220","Altura Money Services","money_service_business","2023-11-14","2023-10-28","2023-11-12","SUBJ2009","Sapphire Trust","trust","TRST13841","","23 Pall Mall","London","LDN","SW1Y5JH","GBR","TXN40019","2023-11-09","2750000","GBP","exchange","high_value,complex_transaction","Trust processed a complex series of currency exchanges, involving large sums and multiple counterparties.","ongoing","further_monitoring","true","FIU20231205","2023-11-15","EMP1209","Emma Brooks","emma.brooks@alturamoney.com"
"SAR20240110","INSU0003","Sunrise Insurance Ltd.","insurance_company","2023-07-08","2023-06-14","2023-07-06","SUBJ2010","Aurora Capital Corp","company","COMP1192","","190 Bay Street","Toronto","ON","M5J2J1","CAN","TXN40020","2023-06-30","785000","CAD","exchange","offshore_connection,high_value","Company facilitated a large exchange transaction with offshore counterparties, inconsistent with declared business activities.","referred","prosecution","true","FIU20231206","2023-07-09","EMP1210","Daniel Roy","daniel.roy@sunriseinsurance.com"
"SAR20240111","BANK0055","Freedom State Bank","bank","2023-08-29","2023-08-09","2023-08-26","SUBJ2011","Derek Morrison","individual","004925674","1992-01-10","4415 Pine Avenue","Dallas","TX","75201","USA","TXN40021","2023-08-22","21000","USD","cash_deposit","new_account,rapid_movement","A new account received several cash deposits from unrelated parties, with funds transferred out rapidly.","pending","other","false","","","EMP1211","Carla Johnson","carla.johnson@freedomstate.com"
"SAR20240112","CREDU046","Pioneer Credit Union","credit_union","2023-09-17","","","SUBJ2012","Nathaniel Gray","individual","003111748","1963-12-24","826 Maple Street","Warsaw","34","01-345","POL","TXN40022","2023-09-15","950","PLN","withdrawal","low_value,frequent_small_payments","Subject performed multiple small withdrawals over several days, not supported by declared income.","closed","no_action","false","","","EMP1212","Jakub Nowak","jakub.nowak@pioneercredit.com"
"SAR20240113","BANK0056","Redwood Bank","bank","2023-07-05","2023-06-12","2023-07-02","SUBJ2013","Oliver Kim","individual","004924801","1990-09-21","1130 Mission St","San Francisco","CA","94103","USA","TXN40023","2023-06-28","48700","USD","wire_transfer","rapid_movement,unusual_large_transfer","Large wire transfer made to a third-party account, with subsequent rapid movement of funds.","ongoing","further_monitoring","true","FIU20231207","2023-07-06","EMP1213","Anna Peterson","anna.peterson@redwoodbank.com"
"SAR20240114","MSB0221","Frontier Money Bureau","money_service_business","2023-12-08","2023-11-21","2023-12-07","SUBJ2014","Emerald Trust","trust","TRST14317","","111 Collins St","Melbourne","NSW","3000","AUS","TXN40024","2023-12-06","3500000","AUD","exchange","high_value,layering","Subject executed a high-value currency exchange, with funds routed through multiple accounts.","referred","prosecution","true","FIU20231208","2023-12-09","EMP1214","Rebecca Owens","rebecca.owens@frontiermb.com"
"SAR20240115","BROK0088","Aspen Securities","brokerage","2023-09-09","2023-08-18","2023-09-07","SUBJ2015","Morgan & Finch LLP","partnership","PTNR00541","","77 17th Ave","Istanbul","TI","34000","TUR","TXN40025","2023-09-05","235400","TRY","exchange","layering,rapid_investment","The partnership received a large investment via currency exchange, with subsequent rapid transfers to offshore accounts.","referred","further_monitoring","true","FIU20231209","2023-09-10","EMP1215","Selim Vural","selim.vural@aspensec.com"
"SAR20240116","BANK0057","Greenfield Bank","bank","2023-10-28","2023-10-05","2023-10-25","SUBJ2016","Samantha O'Neal","individual","004926170","1998-03-14","1200 Oak Street","Chicago","IL","60611","USA","TXN40026","2023-10-24","24900","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject transferred a significant sum via wire transfer to an account in another state, with rapid outgoing movement.","ongoing","further_monitoring","false","","","EMP1216","Anthony Brown","anthony.brown@greenfieldbank.com"
"SAR20240117","CREDU047","Summit Credit Union","credit_union","2023-08-17","","","SUBJ2017","Lars Edstrom","individual","SE7210483","1995-09-08","9 Storgatan","Stockholm","DU","11129","SWE","TXN40027","2023-08-16","11450","SEK","cash_deposit","frequent_deposits,new_account","Subject made frequent cash deposits to a new account, inconsistent with employment records.","pending","other","false","","","EMP1217","Stefan Lund","stefan.lund@summitcredit.com"
"SAR20240118","BANK0058","Cascade Bank","bank","2023-07-13","2023-06-25","2023-07-12","SUBJ2018","Anastasia Ivanova","individual","RU8521049","1968-02-19","14 Nevsky Prospekt","St Petersburg","SPB","191186","RUS","TXN40028","2023-07-10","870","RUB","withdrawal","low_value,frequent_small_payments","Subject made a series of small withdrawals, inconsistent with declared assets.","closed","no_action","false","","","EMP1218","Mikhail Petrov","mikhail.petrov@cascadebank.com"
"SAR20240119","BANK0059","Northern Trust Bank","bank","2023-11-26","2023-11-04","2023-11-24","SUBJ2019","James McCarthy","individual","004927109","1996-08-25","2304 Oakmont Dr","Boston","MA","02116","USA","TXN40029","2023-11-22","67420","USD","wire_transfer","rapid_movement,unusual_large_transfer","Subject initiated a large wire transfer to an overseas account, with rapid subsequent movement.","ongoing","further_monitoring","true","FIU20231210","2023-11-27","EMP1219","Patricia Allen","patricia.allen@northerntrust.com"
"SAR20240120","BANK0060","Crestview Bank","bank","2023-08-05","2023-07-15","2023-08-02","SUBJ2020","Lucas Pereira","individual","BR3010201","1991-11-29","42 Avenida Paulista","Sao Paulo","SP","01310-000","BRA","TXN40030","2023-08-01","15680","BRL","cash_deposit","new_account,frequent_deposits","Subject made several cash deposits into a new account, inconsistent with regular income statements.","pending","other","false","","","EMP1220","Renata Silva","renata.silva@crestviewbank.com"
